genres,title_x,actors,TMDB_Genre,Vote_Average,Vote_Count
Comedy,Aaj Ki Taaza Khabar,Radha Saluja|Kiran Kumar|I.S. Johar|Asrani|Paintal|Padma Khanna|Helen|Narendra Nath|Arpana Choudhary|Manju Asrani|Arvind Trivedi|H.L. Pardesi|Parvesh Sawhney|Fatima|,"Drama, Comedy",6.3,3.0
Drama|Romance,Zehreela Insaan,Rishi Kapoor|Moushumi Chatterjee|Neetu Singh|Nirupa Roy|Manorama|Dulari|Ratnamala|Madan Puri|Iftekhar|Raj Mehra|Sajjan|Asit Kumar Sen|Paintal|Ghanshyam Rohera|,Action,5.0,2.0
Drama|Musical,Abhimaan,Amitabh Bachchan|Jaya Bachchan|Asrani|Bindu|Durga Khote|A.K. Hangal|David Abraham|Jaywant Pathare|Lalita Kumari|Bhola|Habiba Rehman|Biren Tripathy|Manohar Kamat|,"Drama, Romance",7.088,17.0
Crime|Drama,Achanak,Vinod Khanna|Om Shivpuri|Lily Chakravarty|Farida Jalal|Iftekhar|Kamaldeep|Ravi Raaj|Baby Pinky|Vimal Sahu|Bihari Khare|Somender|Shridhar Naik|Vijay Sharma|Asrani|,Thriller,6.5,2.0
Drama,Agni Rekha,Sanjeev Kumar|Sharada|Sajjan|Bindu|Durga Khote|Lalita Kumari|Asrani|Kumud Tripathi|Paul Mahendra|Chand Usmani|Yashodra Katju|Jankidas|Chandrima Bhaduri|Suresh Chatwal|,Drama,0.0,0.0
Drama|Romance,Anokhi Ada,Jeetendra|Rekha|Vinod Khanna|Padma Khanna|Mehmood|Nasir Hussain|Manmohan Krishna|Kanhaiyalal Chaturvedi|Brahmachari|Praveen Paul|Keshav Rana|Sanjana|M.B. Shetty|Manmohan|,"Drama, Romance",0.0,0.0
Drama,Anhonee,Sanjeev Kumar|Leena Chandavarkar|Padma Khanna|Kamini Kaushal|Manmohan|Asrani|Paintal|Bindu|Satyendra Kapoor|Jankidas|Captain Manmohan|M.B. Shetty|S.P. Dutta|Ketty Irani|,"Drama, Romance, Thriller",6.3,3.0
Musical|Mystery|Romance,Anamika,Sanjeev Kumar|Jaya Bachchan|Iftekhar|Asrani|A.K. Hangal|Ashoo|Meena T.|Baby Pinky|Shivraj|Helen|Yunus Parvez|Madhup Sharma|Raj Narayan|Chinoo|,"Drama, Mystery, Romance",6.5,4.0
Action|Comedy|Crime,Bada Kabutar,Ashok Kumar|Deven Verma|Nikhilesh|Rehana Sultan|Keshto Mukherjee|Subroto Mahapatra|Leela Mishra|Paul Sharma|Pinchoo Kapoor|Sunder|Mehmood|Ashoo|Helen|Golu|,,0.0,0.0
Drama|Thriller,Banarasi Babu,Dev Anand|Rakhee Gulzar|Yogeeta Bali|Jeevan|Veena|Manorama|Master Bhagwan|Maruti|Shivraj|I.S. Johar|S.N. Tripathi|Raj Rani|Bhushan Tiwari|Uttamraj|,Comedy,3.5,2.0
Action|Thriller,Bandhe Haath,Mumtaz|Amitabh Bachchan|Ajit|Kumud Chuggani|Anjana Mumtaz|Sardar Akhtar|Ram Mohan|O.P. Ralhan|Ranjeet|Madan Puri|Gajanan Jagirdar|Asit Kumar Sen|Tun Tun|Baldev Mehta|,"Crime, Romance",10.0,1.0
Romance,Barkha Bahar,Navin Nischol|Rekha|Radhakrishan|Murad|Mubarak|Hiralal|Helen|Dulari|,Romance,4.7,6.0
Drama|Musical|Romance,Blackmail,Dharmendra|Rakhee Gulzar|Shatrughan Sinha|Madan Puri|Iftekhar|Kamal Kapoor|Kuljeet|Shefali|Jagdish Raj|Keshav Rana|Ramesh|Pushpa Pathak|Sammy|Jullian|,"Drama, Thriller, Crime",6.533,227.0
Comedy|Musical|Romance,Bobby,Dimple Kapadia|Rishi Kapoor|Pran|Prem Nath|Sonia Sahni|Durga Khote|Aruna Irani|Prem Chopra|Farida Jalal|Piloo J. Wadia|Pinchoo Kapoor|Jagdish Raj|Shashi Kiran|Raj Rani|,Drama,6.398,368.0
Action,Chhalia,Navin Nischol|Nanda|Shatrughan Sinha|Sujit Kumar|Helen|Rajendra Nath|Asrani|Sajjan|Master Bhagwan|Manmohan|,Action,0.0,0.0
Action|Drama|Romance,Aa Gale Lag Jaa,Shashi Kapoor|Sharmila Tagore|Shatrughan Sinha|Om Prakash|Jagdeep|Shubha Khote|Gajanan Jagirdar|Sulochana Latkar|Roohi Berde|Jillani|Hari Kapoor|Krishna Billa|Maqbool|Prathiba|,"Action, Drama, Romance",7.25,4.0
Action|Comedy|Drama,Do Phool,Ashok Kumar|Vinod Mehra|Aruna Irani|Mehmood|Anjana Mumtaz|Ramaprabha|Lalita Pawar|Sunder|Naushir Khatau|Babbanlal Yadav|Yashraj|Masood|Vijay Kumar|Kader|,,6.0,1.0
Action|Comedy|Crime,Dharma,Pran|Navin Nischol|Rekha|Ajit|Madan Puri|Ramesh Deo|Bindu|Mohan Choti|Asit Kumar Sen|Sonia Sahni|Faryal|Jayshree T.|Anjali Kadam|Chandrashekhar|,,0.0,0.0
Action|Thriller,Chhupa Rustam,Dev Anand|Vijay Anand|Ajit|Prem Nath|Bindu|Prem Chopra|Veena|Rashid Khan|Sajjan|Sudhir|A.K. Hangal|,,0.0,0.0
Action|Crime|Drama,Dhamkee,Vinod Khanna|Kumkum|Mehmood Jr.|Ramesh Deo|Jayshree T.|Shetty|Meena T.|Bela Bose|Bhushan Tiwari|Shyam Kumar|Jagdish Raj|Johnny Whisky|Rexy|Brahm Bhardwaj|,,0.0,0.0
Drama|Romance,Daag,Rajesh Khanna|Sharmila Tagore|Rakhee Gulzar|Prem Chopra|Madan Puri|Iftekhar|Manmohan|Baby Pinky|Raju Shrestha|Manmohan Krishna|Karan Dewan|Kader Khan|Surendra Nath|Hari Shivdasani|,Mystery,6.0,1.0
Drama|Mystery|Thriller,Dhund,Navin Nischol|Zeenat Aman|Sanjay Khan|Danny Denzongpa|Madan Puri|Nana Palsikar|Deven Verma|Ashoo|Jagdish Raj|Prem Sagar|Ashok Kumar|Urmila Bhatt|Ramesh|Sunil Dhawan|,"Romance, Mystery",6.4,7.0
Action|Thriller,Gehri Chaal,Jeetendra|Hema Malini|Amitabh Bachchan|Bindu|Prem Chopra|Chandrashekhar|Paidi Jairaj|Prem Kumar|Suraj|Anand|Ajay Kumari|,"Action, Thriller",3.0,1.0
Drama,Duvidha,Hardan|Manohar Lalas|Ravi Menon|Raisa Padamsee|Bhola Ram|Kana Ram|,"Fantasy, Romance",7.068,22.0
Drama|Family,Ek Mutthi Aasmaan,Vijay Arora|Radha Saluja|I.S. Johar|Kamini Kaushal|Gulshan Arora|Aruna Irani|Kamal Kapoor|Yogeeta Bali|Pran|Lalita Pawar|Mehmood|,N/A,,
Adventure|Drama|Musical,Ek Kunwari Ek Kunwara,Pran|Leena Chandavarkar|Rakesh Roshan|Rajendra Nath|Raj Mehra|B.B. Bhalla|Kumkum|Lalita Kumari|Goga Kapoor|Jankidas|Zeb Rehman|Jugal Kishore|Moolchand|Yunus Parvez|,,10.0,1.0
Drama|Family,Gaai Aur Gori,Shatrughan Sinha|Jaya Bachchan|Bindu|Mohan Choti|Manmohan|Sulochana Latkar|Krishnakant|,,0.0,0.0
Drama|Mystery,Ek Nari Do Roop,Shatrughan Sinha|Rashmi Dhawan|Malika|Madan Puri|Mehmood Jr.|Lalita Kumari|Chaman Puri|Vikas Anand|D.K. Sapru|Dilip Dutt|Maruti|Ranvir Raj|,"Drama, Mystery",6.2,10.0
Drama,Garm Hava,Balraj Sahni|A.K. Hangal|Gita Siddharth|Jamal Hashmi|Yunus Parvez|Jalal Agha|Shaukat Azmi|Vikas Anand|Farooq Shaikh|Rajendra Raghuvanshi|Abu Siwani|C.M. Nagar|Shanta Agarwal|Ramma Bans|,Drama,6.6,8.0
Drama|Family,Ghulam Begam Badshah,Shatrughan Sinha|Anil Dhawan|Moushumi Chatterjee|Kumud Chuggani|Sudesh Kumar|David Abraham|Sunder|Randhir|Pinchoo Kapoor|Meena T.|Neelam|Leena|Jagdish Raj|Rajan Kapoor|,N/A,,
Drama|Family,Jaise Ko Taisa,Jeetendra|Reena Roy|Srividya|Anwar Hussain|Ramesh Deo|Kamini Kaushal|Rojaramani|Dinesh Hingoo|,,5.0,1.0
Drama,Jalte Badan,Kumkum|Kiran Kumar|Neena|Manmohan|Padma Khanna|Alka|Pradeep Kumar|Raza Murad|V.K. Sharma|Kuljeet|Sumati Gupte|Tun Tun|Hiralal|Birbal|,,0.0,0.0
Drama|Thriller,Joshila,Dev Anand|Hema Malini|Pran|Bindu|Madan Puri|Manmohan Krishna|Padma Khanna|Sulochana Latkar|Iftekhar|Sudhir|Hercules|Satyajeet|I.S. Johar|Vikas Anand|,,6.0,1.0
Drama|Romance,Jheel Ke Us Paar,Dharmendra|Mumtaz|Prem Chopra|Mehmood Jr.|Ranjeet|Faryal|Veena|Anwar Hussain|Iftekhar|Urmila Bhatt|Sujata Bakshi|Polson|Uma Dutt|Ravikant|,"Romance, Action, Drama",6.0,2.0
Drama|Family,Jwaar Bhata,Saira Banu|Dharmendra|Sujit Kumar|Nasir Hussain|Jeevan|Sunder|Rajendra Nath|Shammi|Jayshree T.|Meena T.|Baby Guddi|Baby Pinky|Baby Sabira|Randhir|,Documentary,0.0,0.0
Drama|Romance,Kahani Hum Sab Ki,Mala Sinha|Om Prakash|Arun Chopra|Sulochana Latkar|Aruna Irani|Roopesh Kumar|Jagdeep|Suresh|Abhi Bhattacharya|Gulshan Arora|Rajan Haksar|Vinod Mehra|Vimi|Sunder|,N/A,,
Drama|Romance,Hanste Zakhm,Navin Nischol|Priya Rajvansh|Balraj Sahni|Jeevan|Nadira|K.N. Singh|Kamal Kapoor|Mac Mohan|Murad|D.K. Sapru|Achala Sachdev|V. Gopal|Satyendra Kapoor|Bharat Kapoor|,,1.0,1.0
Comedy|Drama|Family,Honeymoon,Leena Chandavarkar|Anil Dhawan|Nazima|Suresh Chatwal|Utpal Dutt|Shyama|Mukri|Sunder|Leela Mishra|Praveen Paul|Jalal Agha|Purnima|Agha|Ruby Mayer|,"Horror, Science Fiction",5.396,565.0
Action|Drama|War,Hindustan Ki Kasam,Raaj Kumar|Priya Rajvansh|Balraj Sahni|Padma Khanna|Amjad Khan|Chetan Anand|Vijay Anand|Amrish Puri|Parikshat Sahni|Bharat Kapoor|Nitin Sethi|,"Drama, Action",5.7,3.0
Romance,Heera Panna,Dev Anand|Zeenat Aman|Rakhee Gulzar|Rehman|Jeevan|Paintal|Sudhir|Sheetal|Shyam Kumar|Maruti|A.K. Hangal|Manmohan|Kirti Kumar|Dilip Dutt|,"Romance, Drama",4.0,3.0
Crime|Drama,Insaaf,Waheeda Rehman|Vijay Arora|Tanuja|Pran|Ravindra Kapoor|Meena T.|Aruna Irani|Swaraj Kumar Gupta|Kumud Bole|Manmohan Krishna|,"Drama, Action",6.0,3.0
Action|Drama,Kahani Kismat Ki,Dharmendra|Rekha|Ajit|Rajendra Nath|Sulochana Latkar|Jayshree T.|Ashoo|Rajni Gupta|Bharat Bhushan|Abhi Bhattacharya|Anil Sharma|M.B. Shetty|Hiralal|Jankidas|,,5.5,2.0
Action|Family,Kashmakash,Feroz Khan|Shatrughan Sinha|Rekha|Padma Khanna|Ranjeet|Ramesh Deo|Zeb Rehman|Asha Sachdev|Rehman|I.S. Johar|,,0.0,0.0
Action,Keemat,Dharmendra|Rekha|Prem Chopra|Rajendra Nath|Agha|Satyendra Kapoor|Murad|Murad Puranik|V.D. Puranik|J.N. Anand|Prem Kumar|Kirti Kumar|Subhash|Arjun Kumar|,"Thriller, Action",0.0,0.0
Action|Drama|Thriller,Jugnu,Dharmendra|Hema Malini|Pran|Prem Chopra|Mehmood|Lalita Pawar|Shamim|Asha Potdar|Jayshree T.|Manmohan|Raj Mehra|Nasir Hussain|Randhir|Brahm Bhardwaj|,,0.0,0.0
Crime|Mystery|Thriller,Khoon Khoon,Mahendra Sandhu|Danny Denzongpa|Jagdeep|Faryal|Padma Khanna|Karan Dewan|Asit Kumar Sen|Agha|Murad|Sabina|Kamal|Ratna|Rajan Kapoor|Madan Puri|,"Drama, Mystery, Thriller",6.272,46.0
Romance|Thriller,Loafer,Dharmendra|Mumtaz|Roopesh Kumar|Mukri|K.N. Singh|Padma Khanna|Iftekhar|Faryal|Madhu|V. Gopal|Sherry|Keshto Mukherjee|Rani|Raj Rani|,Romance,4.167,3.0
Comedy|Musical|Romance,Manchali,Sanjeev Kumar|Leena Chandavarkar|Nazima|Nirupa Roy|Krishnakant|Shrikant|Shah Agha|Surekha Naik|G. Jhillani|Malik|Nasreen|Yasmin|Aarti|Sabina|,"Music, Comedy, Romance",6.0,3.0
Action|Crime|Drama,Mehmaan,Biswajit Chatterjee|Rekha|Sulochana Latkar|Manmohan Krishna|Abhi Bhattacharya|Lata Sinha|Thakurdas Chhabra|Tarun Bose|Anwar Hussain|Joginder Shelly|Mona|Gopal Sehgal|Indira Bansal|Mukri|,Drama,0.0,0.0
Drama,Mera Desh Mera Dharam,Dara Singh|,Drama,0.0,0.0
Romance,Nafrat,Rakesh Roshan|Yogeeta Bali|Prem Chopra|Bindu|Prem Nath|Faryal|Rajendra Nath|Madan Puri|Amrit Patel|Krishan Dhawan|Chandrashekhar|Bharat Kapoor|Sunder|Yunus Parvez|,Romance,0.0,0.0
Drama,Namak Haraam,Rajesh Khanna|Amitabh Bachchan|Simi Garewal|Rekha|Asrani|A.K. Hangal|Om Shivpuri|Manmohan|Durga Khote|Raza Murad|Jayshree T.|Yogesh Chhabra|Darshan|Neelam|,"Drama, Action",6.2,15.0
Crime|Drama|Thriller,Naya Nasha,Abhijeet|Ramesh Deo|Seema Deo|Master Ramish Iman|Ketty Irani|Prithviraj Kapoor|Manmohan Krishna|Sharad Kumar|Ranjit Mallick|Murad|Nanda|Nana Palsikar|Amrit Patel|Madan Puri|,"Crime, Drama, Thriller",0.0,0.0
Romance,Rickshawala,Mala Sinha|Randhir Kapoor|Neetu Singh|Pran|,Romance,0.0,0.0
Drama|Family,Saudagar,Amitabh Bachchan|Nutan|Trilok Kapoor|Padma Khanna|Murad|Leela Mishra|Dev Kishan|Jugnu|V. Gopal|,"Drama, Family",5.8,4.0
Action|Crime|Thriller,Shareef Budmaash,Dev Anand|Hema Malini|Ajit|Jeevan|Trilok Kapoor|Helen|Master Bhagwan|Jankidas|D.K. Sapru|Sudhir|,,4.5,2.0
Action|Drama|Musical,Yaadon Ki Baaraat,Dharmendra|Zeenat Aman|Vijay Arora|Imtiaz Khan|Ravindra Kapoor|Satyendra Kapoor|Nasir Khan|Shyam Kumar|M.B. Shetty|Ajit|Tariq|Anamika|Sanjana|Ashoo|,"Music, Action, Drama",7.833,21.0
Action|Crime|Drama,Zanjeer,Amitabh Bachchan|Jaya Bachchan|Pran|Om Prakash|Ajit|Bindu|Iftekhar|Keshto Mukherjee|Randhir|Gulshan Bawra|Ram Mohan|Yunus Parvez|B.B. Bhalla|Sanjana|,"Action, Crime, Drama",4.71,31.0
Drama,Aan Baan,Rajendra Kumar|Rakhee Gulzar|Kumkum|Pran|Kanhaiyalal Chaturvedi|David Abraham|Anwar Hussain|Sunder|Tabassum|Ram Mohan|Master Bhagwan|Ram Avtar|Nikita|Shivraj|,Drama,0.0,0.0
Family,Aankh Micholi,Rakesh Roshan|Bharti|Om Prakash|Purnima|Sharad Kumar|Farida Jalal|Jagdeep|Meena T.|Sunder|,"Comedy, Family",3.0,1.0
Drama|Romance,Aankhon Aankhon Mein,Rakhee Gulzar|Rakesh Roshan|Achala Sachdev|Pankaj|Tarun Bose|Raj Mehra|Shivraj|Krishan Dhawan|Brahm Bhardwaj|V. Gopal|Coca Cola|Madhu Apte|Sanjana|Meena T.|,,7.0,1.0
Drama|Musical|Romance,Amar Prem,Rajesh Khanna|Sharmila Tagore|Sujit Kumar|Bindu|Madan Puri|Bobby|Om Prakash|Vinod Mehra|Satyendra Kapoor|Manmohan|Abhi Bhattacharya|Ram Mohan|Mohan Choti|Gurnam Singh|,"Drama, Romance",6.773,11.0
Drama|Romance,Anokhi Pehchan,Sanjay Khan|Rakhee Gulzar|Simi Garewal|Jagdeep|Master Chintu|Nirupa Roy|Mohan Choti|,"Drama, Romance",6.4,11.0
Drama|Family,Annadata,Jaya Bachchan|Anil Dhawan|Om Prakash|Krishnakant|Dulari|Shamim|Asit Kumar Sen|Brahm Bhardwaj|Bobby|Gopi Krishna|Madhumati|Praveen Paul|Kanhaiyalal Chaturvedi|Leela Mishra|,,0.0,0.0
Drama,Anokha Daan,Archana|Kabir Bedi|Tarun Bose|Anil Dhawan|Mukri|Nadira|Rakesh Pandey|,,0.0,0.0
Drama,Anokha Milan,Dharmendra|Pranoti Ghosh|,,0.0,0.0
Action|Drama|Family,Apna Desh,Rajesh Khanna|Mumtaz|Om Prakash|Jagdeep|Kanhaiyalal Chaturvedi|Madan Puri|Manmohan Krishna|Pandharibai|Mukkamala|Satyendra Kapoor|C.S. Dubey|Rajan Haksar|Rojaramani|Sunder|,"Action, Drama, Comedy",3.5,2.0
Drama|Family,Anuraag,Ashok Kumar|Nutan|Vinod Mehra|Moushumi Chatterjee|Satyajeet|Rajesh Khanna|Abhi Bhattacharya|Satyendra Kapoor|Madan Puri|Anita Guha|Nasir Hussain|Mridula Rani|Asit Kumar Sen|Brahmachari|,"Family, Drama",6.0,1.0
Action|Romance|Thriller,Apradh,Feroz Khan|Mumtaz|Prem Chopra|Faryal|Kuljeet|Siddhu|Shyam Kumar|Brahm Bhardwaj|Mukri|M.B. Shetty|Helen|Bhushan Tiwari|Iftekhar|Tun Tun|,"Romance, Action, Thriller",4.5,2.0
Drama|Romance,Babul Ki Galiyaan,Sanjay Khan|Hema Malini|Shatrughan Sinha|Sonia Sahni|Manmohan Krishna|Chandrima Bhaduri|Bipin Gupta|David Abraham|S.N. Banerjee|Tun Tun|Paul Sharma|Lalita Kumari|Jagdeep|Birbal|,N/A,,
Musical,Baharon Phool Barsao,Chakram|Changezi|Iqbal Durrani|Sheikh Iqbal|Kamaal Irani|Ilyas Kashmiri|Waheed Murad|Abbas Nosha|Aslam Pervaiz|Rani|Rekha|Rukhsana|Saiqa|Sangeeta|,"Music, Romance",0.0,0.0
Drama|Romance,Bansi Birju,Amitabh Bachchan|Jaya Bachchan|,"Drama, Romance",6.0,1.0
Comedy|Drama|Family,Bawarchi,Rajesh Khanna|Jaya Bachchan|Usha Kiran|Harindranath Chattopadhyay|A.K. Hangal|Durga Khote|Asrani|Kali Bannerjee|Paintal|Raju Shrestha|Amitabh Bachchan|Manisha|Suraj|,"Comedy, Drama, Family",6.8,15.0
Drama|Family,Be-Imaan,Manoj Kumar|Rakhee Gulzar|Nazima|Snehlata|Prem Chopra|Prem Nath|Sulochana Latkar|Raj Mehra|Rajpal|Pran|Brahm Bhardwaj|Murad|Gulshan Bawra|Dulari|,"Drama, Family",0.0,0.0
Horror,Bees Saal Pehle,Ritesh Mukherjee|Anupama|Farida Jalal|Abhi Bhattacharya|Vinod Mehra|,Horror,6.0,17.0
Action|Comedy|Drama,Bhai Ho To Aisa,Jeetendra|Hema Malini|Shatrughan Sinha|Bipin Gupta|Bela Bose|Praveen Paul|Tiwari|Viju Khote|Jankidas|Jagdeep|Indrani Mukherjee|Jeevan|Bobby|Jayshree T.|,,3.0,2.0
Action|Adventure|Comedy,Bombay to Goa,Mehmood|Aruna Irani|Amitabh Bachchan|Shatrughan Sinha|Anwar Ali|Kishore Kumar|Lalita Pawar|Manorama|Keshto Mukherjee|Mukri|Agha|Manmohan|Nasir Hussain|Sunder|,"Comedy, Action, Adventure, Romance, Drama",5.8,10.0
Drama|Thriller,Dastaan,Dilip Kumar|Sharmila Tagore|Prem Chopra|Bindu|I.S. Johar|Padma Khanna|Manmohan Krishna|Nana Palsikar|Iftekhar|Badri Prasad|Keshav Rana|Jagdish Raj|Jankidas|Sabina|,,3.5,2.0
Action|Family|Thriller,Dharkan,Sanjay Khan|Mumtaz|Rajendra Nath|Helen|Bindu|David Abraham|Achala Sachdev|Roopesh Kumar|Alankar Joshi|,,6.0,1.0
Comedy|Drama,Dil Daulat Duniya,Rajesh Khanna|Sadhana|Ashok Kumar|Helen|Om Prakash|Sulochana Latkar|Jagdeep|Agha|Mehmood Jr.|Shyam Kumar|Ram Avtar|Keshav Rana|Tun Tun|Indira Bansal|,,6.0,1.0
Comedy|Drama,Dil Ka Raja,Ajit|Indrani Mukherjee|,,0.0,0.0
Drama|Family,Ek Bar Mooskura Do,Joy Mukherjee|Tanuja|Deb Mukherjee|Rajendra Nath|Bipin Gupta|Iftekhar|Sajjan|,,0.0,0.0
Horror,Do Gaz Zameen Ke Neeche,Surendra Kumar|Pooja|Imtiaz|Shobhna|Smita|Mayank|Habib|Dhumal|Satyendra Kapoor|,Horror,3.5,2.0
Action,Do Yaar,Vinod Khanna|Shatrughan Sinha|Rekha|Nazima|Birbal|Ram Mohan|Sujata Rubener|,"Comedy, Crime",6.953,53.0
Comedy|Crime|Romance,Do Chor,Dharmendra|Tanuja|K.N. Singh|Trilok Kapoor|Master Bhagwan|Dhumal|Sajjan|Murad|Randhir|Krishnakant|Leela Mishra|Shobhna Samarth|Asit Kumar Sen|Jalal Agha|,,1.0,1.0
Action|Thriller,Double Cross,Vijay Anand|Rekha|Madan Puri|Dev Kumar|Asha Sachdev|Ranjeet Thakur|Manmohan|David Abraham|Mohan Choti|Captain Manmohan|V. Gopal|Indira Bansal|Polson|Raj Kishore|,"Drama, Thriller, TV Movie",3.0,3.0
Drama,Dushman,Meena Kumari|Rajesh Khanna|Mumtaz|Nana Palsikar|Kanhaiyalal Chaturvedi|Anwar Hussain|Bindu|Rehman|Kumari Naaz|Abhi Bhattacharya|K.N. Singh|Leela Mishra|Sajjan|Asit Kumar Sen|,,10.0,1.0
Drama,Ek Adhuri Kahani,Utpal Dutt|Shekhar Chatterjee|Vivek Chatterjee|Arati Bhattacharya|Shyam Laha|Sova Sen|Sadhana Roychoudhury|,Drama,7.7,11.0
Drama|Family,Ek Bechara,Jeetendra|Rekha|Vinod Khanna|Salome|Pran|Kalpana|Johnny Walker|Bindu|,,0.0,0.0
Comedy|Drama|Romance,Ek Hasina Do Diwane,Jeetendra|Babita Kapoor|Johnny Walker|Vinod Khanna|Nirupa Roy|Om Prakash|Manmohan Krishna|Asha Potdar|Hari Shivdasani|Tun Tun|B.B. Bhalla|Savita|Ram Avtar|Rita Baxi|,,0.0,0.0
Action|Musical,Ek Khiladi Bawan Pattey,Dev Kumar|Laxmi Chhaya|Naqi Jehan|,N/A,,
Romance,Ek Nazar,Amitabh Bachchan|Jaya Bachchan|Nadira|Tarun Bose|Manmohan|Asit Kumar Sen|Dulari|Sudhir|Johnny Whisky|Rashid Khan|Hari Shukla|Daya Devi|Kamala|Raja Duggal|,Romance,4.3,3.0
Drama|Family|Romance,Gaon Hamara Shaher Tumhara,Rajendra Kumar|Rekha|Sujit Kumar|Lalita Pawar|Kanhaiyalal Chaturvedi|Sunder|Master Bhagwan|Aarti|Kamaldeep|Satyadeep|Shamsher|,"Drama, Family, Romance",7.2,41.0
Action|Comedy|Musical,Garam Masala,Aruna Irani|Mehmood|Jeevan|Bindu|Tun Tun|Anwar Hussain|Yashraj|Polson|Sheikh|Maqsood|Lala Nazir|Raj Kishore|Babbanlal Yadav|,Comedy,5.8,81.0
Drama|Family,Gomti Ke Kinare,Agha|Jalal Agha|Harbans Darshan M. Arora|Chandrima Bhaduri|Bharat Bhushan|Rajan Haksar|Helen|Daisy Irani|I.S. Johar|Alankar Joshi|Sameer Khan|Lalita Kumari|Meena Kumari|Manorama|,Drama,0.0,0.0
Action|Comedy|Crime,Gora Aur Kala,Rajendra Kumar|Hema Malini|Rekha|Prem Nath|Prem Chopra|Jagdeep|Madan Puri|Sulochana Latkar|Kamal Kapoor|Sunder|Ram Mohan|Rajan Haksar|Dev Kumar|,"Drama, Comedy",5.0,2.0
Drama,Haar Jeet,Rehana Sultan|Radha Saluja|Anil Dhawan|Mehmood|Madan Puri|Dhumal|Sarika|Master Chintu|Bhola|Jal Khatau|Narendra Kumar|Kamini Kaushal|,Drama,0.0,0.0
Drama,Do Bachche Dus Haath,Anupama|Subhash Ghai|Baby Pinky|Mehmood Jr.|,Drama,0.0,0.0
Fantasy,Hari Darshan,Satyajeet|Abhi Bhattacharya|Randhawa|Saroja Devi B.|Mehmood Jr.|Jayshree Gadkar|Dara Singh|Sujata|Baby Roopa|Babu Raje|Asit Kumar Sen|Himmat Sinh Chauhan|Ram Rasila|Ram Mohan|,,0.0,0.0
Adventure|Romance,Jangal Mein Mangal,Kiran Kumar|Reena Roy|Sonia Sahni|Pran|Balraj Sahni|Chandrashekhar|Gulshan Bawra|Jagdish Raj|Upendra Trivedi|Arvind Trivedi|Paintal|V. Gopal|Chaman Puri|Bharat Kapoor|,"Adventure, Romance",6.0,1.0
Action|Adventure|Thriller,Janwar Aur Insaan,Shashi Kapoor|Rakhee Gulzar|Shabnam|Sujit Kumar|Devar|Jagdeep|Madan Puri|Alankar Joshi|,"Action, Romance",0.0,0.0
Action|Drama|Family,Jawani Diwani,Randhir Kapoor|Jaya Bachchan|Balraj Sahni|Nirupa Roy|Iftekhar|A.K. Hangal|Narendra Nath|Paintal|Satyendra Kapoor|Jagdish Raj|Viju Khote|Lalita Kumari|Brahm Bhardwaj|Randhir|,"Drama, Romance",5.0,3.0
Comedy|Family,Joroo Ka Ghulam,Nanda|Rajesh Khanna|Sharad Kumar|Manisha|Achala Sachdev|Ramesh Deo|Gurnam Singh|Mridula Rani|Jayshree T.|Kaabir|Narbada Shankar|Om Prakash|Manmohan Krishna|Nana Palsikar|,"Comedy, Family",7.0,1.0
Action|Drama|Romance,Lalkaar,Rajendra Kumar|Dharmendra|Mala Sinha|Dara Singh|Kumkum|Sujit Kumar|Agha|Roopesh Kumar|Ramesh Deo|Dev Kumar|Nasir Hussain|Tun Tun|Keshto Mukherjee|Nana Palsikar|,,10.0,1.0
Drama|Family,Maalik,Rajesh Khanna|Sharmila Tagore|Ashok Kumar|Deven Verma|Sonia Sahni|Bipin Gupta|Shivraj|Umesh Sharma|N.S. Bedi|Prem Kumar|Kabir Kumar|,,0.0,0.0
Drama,Maya Darpan,Aditi|Iqbalnath Kaul|Anil Pandya|,Drama,6.4,5.0
Drama|Family,Mere Bhaiya,Vijay Arora|Nazima|Suresh Chatwal|Anita Dutt|V. Gopal|Bipin Gupta|Durga Khote|Murad|Sulochana Chatterjee|Tarun Ghosh|Moolchand|Shail Chaturvedi|Raman Kumar|Manisha|,"Drama, Family",0.0,0.0
Drama|Horror|Thriller,Milap,Shatrughan Sinha|Reena Roy|Danny Denzongpa|Manmohan Krishna|Fazlu|Sarita|,"Crime, Drama",4.0,1.0
Action|Adventure|Drama,Mere Jeevan Saathi,Rajesh Khanna|Tanuja|Sujit Kumar|Bindu|Helen|Sulochana Latkar|Nasir Hussain|K.N. Singh|Krishnakant|Brahmachari|Utpal Dutt|Renu|Baby Sonu|V.D. Puranik|,"Action, Romance",7.0,3.0
Crime|Drama|Romance,Mome Ki Gudiya,Ratan Chopra|Tanuja|Prem Nath|Jeevan|Helen|Nasir Hussain|Raj Mehra|Om Prakash|Tun Tun|Brahmachari|Meena T.|Paro|,"Crime, Drama, Romance",0.0,0.0
Drama,Koshish,Sanjeev Kumar|Jaya Bachchan|Asrani|Seema Deo|Om Shivpuri|Dina Pathak|Nitin Sethi|Atam Prakash|Urmila Bhatt|Master Chintu|Manjula|Mona Rajput|Nasir|Kamaldeep|,,10.0,1.0
